Annotation,Gene length,GENES,UNIPROTKB,WP,non_diazotroph_hits,diazotroph_hits,unicellular_diazotroph_hits,filamentous_diazotroph_hits,avg_group_pident,Protein_names,Croco_%ID_x,Croco_%ID_y,Croco_%ID,FOX probability,Prob_per_len
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
alr1526,430,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",0.0,0.0,0.0,0.00227272775,5.285413372093024e-06
