qseqid,non_diazotroph_hits,diazotroph_hits,unicellular_diazotroph_hits,filamentous_diazotroph_hits,anabaena_sp_pcc7120_pident,anabaena_sp_pcc7120_acc,nostoc_punctiforme_pcc73102_pident,nostoc_punctiforme_pcc73102_acc,anabaena_variabilis_atcc29413_pident,anabaena_variabilis_atcc29413_acc,nostoc_azollae_0708_pident,nostoc_azollae_0708_acc,nostoc_sp_pcc7524_pident,nostoc_sp_pcc7524_acc,crocosphaera_subtropica_atcc51142_pident,crocosphaera_subtropica_atcc51142_acc,cyanothece_sp_atcc51142_pident,cyanothece_sp_atcc51142_acc,crocosphaera_watsonii_wh8501_pident,crocosphaera_watsonii_wh8501_acc,gloeothece_sp_6803_pident,gloeothece_sp_6803_acc,cyanosphaera_ocelotica_wh8902_pident,cyanosphaera_ocelotica_wh8902_acc,arthrospira_platensis_nies39_pident,arthrospira_platensis_nies39_acc,arthrospira_maxima_cs-328_pident,arthrospira_maxima_cs-328_acc,lyngbya_aestuarii_bl0902_pident,lyngbya_aestuarii_bl0902_acc,limnothrix_planctonica_pcm8136_pident,limnothrix_planctonica_pcm8136_acc,trichodesmium_erythraeum_ims101_pident,trichodesmium_erythraeum_ims101_acc,synechocystis_sp_pcc6803_pident,synechocystis_sp_pcc6803_acc,synechococcus_elongatus_pcc7942_pident,synechococcus_elongatus_pcc7942_acc,prochlorococcus_marinus_mediterranei_pident,prochlorococcus_marinus_mediterranei_acc,cyanidioschyzon_merolae_10d_pident,cyanidioschyzon_merolae_10d_acc,gloeobacter_violaceus_pcc7421_pident,gloeobacter_violaceus_pcc7421_acc,avg_group_pident
nostoc_sp_pcc7524_tr|K9QQV4|K9QQV4_NOSS7,1,5,0,5,94.946,anabaena_sp_pcc7120_WP_010998979.1,92.151,nostoc_punctiforme_pcc73102_WP_012407702.1,95.484,anabaena_variabilis_atcc29413_sp|Q3MB92|SECA_TRIV2,91.154,nostoc_azollae_0708_tr|D7E2D5|D7E2D5_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QQV4|K9QQV4_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,82.258,lyngbya_aestuarii_bl0902_tr|K8GGG7|K8GGG7_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,93.43374999999999
nostoc_sp_pcc7524_tr|K9QQV8|K9QQV8_NOSS7,0,5,0,5,84.532,anabaena_sp_pcc7120_WP_010998158.1,83.516,nostoc_punctiforme_pcc73102_WP_041566315.1,86.275,anabaena_variabilis_atcc29413_tr|Q3MCI1|Q3MCI1_TRIV2,82.237,nostoc_azollae_0708_tr|D7E2R7|D7E2R7_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QQV8|K9QQV8_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,84.14
nostoc_sp_pcc7524_tr|K9QQW2|K9QQW2_NOSS7,0,5,0,5,92.653,anabaena_sp_pcc7120_WP_010995568.1,88.798,nostoc_punctiforme_pcc73102_WP_012408921.1,92.857,anabaena_variabilis_atcc29413_sp|Q3M629|GATB_TRIV2,87.169,nostoc_azollae_0708_tr|D7DWN4|D7DWN4_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QQW2|K9QQW2_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,90.36925
nostoc_sp_pcc7524_tr|K9QQX3|K9QQX3_NOSS7,3,10,5,5,98.844,anabaena_sp_pcc7120_WP_044522369.1,98.266,nostoc_punctiforme_pcc73102_WP_041565194.1,99.422,anabaena_variabilis_atcc29413_tr|Q3MBA4|Q3MBA4_TRIV2,97.11,nostoc_azollae_0708_tr|D7DWL2|D7DWL2_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QQX3|K9QQX3_NOSS7,90.964,crocosphaera_subtropica_atcc51142_tr|B1WY81|B1WY81_CROS5,90.964,cyanothece_sp_atcc51142_tr|B1WY81|B1WY81_CROS5,90.964,crocosphaera_watsonii_wh8501_tr|Q4BUS9|Q4BUS9_CROWT,91.124,gloeothece_sp_6803_tr|B7KHT2|B7KHT2_GLOC7,91.124,cyanosphaera_ocelotica_wh8902_tr|B7KHT2|B7KHT2_GLOC7,0,,92.442,arthrospira_maxima_cs-328_tr|B5W9X4|B5W9X4_LIMMA,88.953,lyngbya_aestuarii_bl0902_tr|K8GQ31|K8GQ31_9CYAN,0,,0,,0,,86.705,synechococcus_elongatus_pcc7942_tr|P74640|P74640_SYNY3,0.0,,0,,0,,98.41050000000001
nostoc_sp_pcc7524_tr|K9QQZ2|K9QQZ2_NOSS7,0,5,0,5,88.278,anabaena_sp_pcc7120_WP_010994496.1,84.043,nostoc_punctiforme_pcc73102_WP_012411658.1,88.278,anabaena_variabilis_atcc29413_tr|Q3M3X7|Q3M3X7_TRIV2,82.456,nostoc_azollae_0708_tr|D7E3N5|D7E3N5_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QQZ2|K9QQZ2_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,85.76375000000002
nostoc_sp_pcc7524_tr|K9QR14|K9QR14_NOSS7,0,5,0,5,90.632,anabaena_sp_pcc7120_WP_010995254.1,87.736,nostoc_punctiforme_pcc73102_WP_012411258.1,90.398,anabaena_variabilis_atcc29413_tr|Q3M6Q1|Q3M6Q1_TRIV2,83.138,nostoc_azollae_0708_tr|D7E1B6|D7E1B6_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR14|K9QR14_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,87.976
nostoc_sp_pcc7524_tr|K9QR15|K9QR15_NOSS7,0,6,0,6,88.041,anabaena_sp_pcc7120_WP_010994754.1,85.812,nostoc_punctiforme_pcc73102_WP_012409357.1,95.082,anabaena_variabilis_atcc29413_tr|Q3MGD0|Q3MGD0_TRIV2,86.57,nostoc_azollae_0708_tr|D7E146|D7E146_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR15|K9QR15_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,88.87625
nostoc_sp_pcc7524_tr|K9QR16|K9QR16_NOSS7,0,5,0,5,90.175,anabaena_sp_pcc7120_WP_010994268.1,86.9,nostoc_punctiforme_pcc73102_WP_041565292.1,89.956,anabaena_variabilis_atcc29413_tr|Q3MD49|Q3MD49_TRIV2,84.187,nostoc_azollae_0708_tr|D7E1Q1|D7E1Q1_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR16|K9QR16_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,87.8045
nostoc_sp_pcc7524_tr|K9QR21|K9QR21_NOSS7,1,5,0,5,90.712,anabaena_sp_pcc7120_WP_010994273.1,90.712,nostoc_punctiforme_pcc73102_WP_012408512.1,91.641,anabaena_variabilis_atcc29413_tr|Q3MD44|Q3MD44_TRIV2,83.901,nostoc_azollae_0708_tr|D7E1P6|D7E1P6_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR21|K9QR21_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,82.353,arthrospira_maxima_cs-328_tr|B5W3H4|B5W3H4_LIMMA,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,89.2415
nostoc_sp_pcc7524_tr|K9QR31|K9QR31_NOSS7,0,5,0,5,95.122,anabaena_sp_pcc7120_WP_010994286.1,85.366,nostoc_punctiforme_pcc73102_WP_012410217.1,94.512,anabaena_variabilis_atcc29413_sp|P31091|PSAF_TRIV2,89.634,nostoc_azollae_0708_tr|D7DZ81|D7DZ81_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR31|K9QR31_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,91.1585
nostoc_sp_pcc7524_tr|K9QR34|K9QR34_NOSS7,0,5,0,5,87.613,anabaena_sp_pcc7120_WP_010995788.1,86.527,nostoc_punctiforme_pcc73102_WP_012407339.1,88.822,anabaena_variabilis_atcc29413_tr|Q3M5A7|Q3M5A7_TRIV2,81.269,nostoc_azollae_0708_tr|D7DY29|D7DY29_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR34|K9QR34_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,86.05775
nostoc_sp_pcc7524_tr|K9QR35|K9QR35_NOSS7,0,5,0,5,91.283,anabaena_sp_pcc7120_WP_010998864.1,84.06,nostoc_punctiforme_pcc73102_WP_012409218.1,90.96,anabaena_variabilis_atcc29413_tr|Q3MBS4|Q3MBS4_TRIV2,84.084,nostoc_azollae_0708_tr|D7E3N1|D7E3N1_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR35|K9QR35_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,87.59675
nostoc_sp_pcc7524_tr|K9QR42|K9QR42_NOSS7,0,5,0,5,88.148,anabaena_sp_pcc7120_WP_044521481.1,86.173,nostoc_punctiforme_pcc73102_WP_012409104.1,88.889,anabaena_variabilis_atcc29413_tr|Q3M515|Q3M515_TRIV2,80.645,nostoc_azollae_0708_tr|D7E427|D7E427_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR42|K9QR42_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,85.96374999999999
nostoc_sp_pcc7524_tr|K9QR48|K9QR48_NOSS7,0,5,0,5,94.037,anabaena_sp_pcc7120_WP_010996904.1,86.512,nostoc_punctiforme_pcc73102_WP_012406916.1,93.578,anabaena_variabilis_atcc29413_tr|Q3M521|Q3M521_TRIV2,82.028,nostoc_azollae_0708_tr|D7E435|D7E435_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR48|K9QR48_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,89.03875000000001
nostoc_sp_pcc7524_tr|K9QR52|K9QR52_NOSS7,2,10,5,5,94.647,anabaena_sp_pcc7120_WP_010995589.1,92.505,nostoc_punctiforme_pcc73102_WP_012406988.1,95.075,anabaena_variabilis_atcc29413_sp|Q3M614|LEUC_TRIV2,88.865,nostoc_azollae_0708_tr|D7DZB6|D7DZB6_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR52|K9QR52_NOSS7,82.618,crocosphaera_subtropica_atcc51142_sp|B1WZV3|LEUC_CROS5,82.618,cyanothece_sp_atcc51142_sp|B1WZV3|LEUC_CROS5,81.545,crocosphaera_watsonii_wh8501_tr|Q4BW83|Q4BW83_CROWT,83.726,gloeothece_sp_6803_sp|B7KH96|LEUC_GLOC7,83.726,cyanosphaera_ocelotica_wh8902_sp|B7KH96|LEUC_GLOC7,0,,82.655,arthrospira_maxima_cs-328_tr|B5W642|B5W642_LIMMA,83.512,lyngbya_aestuarii_bl0902_tr|K8GP55|K8GP55_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,92.773
nostoc_sp_pcc7524_tr|K9QR63|K9QR63_NOSS7,1,7,2,5,92.57,anabaena_sp_pcc7120_WP_010995919.1,90.093,nostoc_punctiforme_pcc73102_WP_012410196.1,92.57,anabaena_variabilis_atcc29413_tr|Q3MGH5|Q3MGH5_TRIV2,86.025,nostoc_azollae_0708_tr|D7E062|D7E062_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR63|K9QR63_NOSS7,82.609,crocosphaera_subtropica_atcc51142_tr|B1X243|B1X243_CROS5,82.609,cyanothece_sp_atcc51142_tr|B1X243|B1X243_CROS5,0.0,,0.0,,0.0,,0,,0.0,,82.609,lyngbya_aestuarii_bl0902_tr|K8GH24|K8GH24_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,90.31450000000001
nostoc_sp_pcc7524_tr|K9QR70|K9QR70_NOSS7,0,5,0,5,86.538,anabaena_sp_pcc7120_WP_010994357.1,86.538,nostoc_punctiforme_pcc73102_WP_012408156.1,86.538,anabaena_variabilis_atcc29413_tr|Q3M9Q0|Q3M9Q0_TRIV2,81.538,nostoc_azollae_0708_tr|D7E291|D7E291_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR70|K9QR70_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,85.288
nostoc_sp_pcc7524_tr|K9QR72|K9QR72_NOSS7,0,5,0,5,87.317,anabaena_sp_pcc7120_WP_010996700.1,83.654,nostoc_punctiforme_pcc73102_WP_012411220.1,88.78,anabaena_variabilis_atcc29413_tr|Q3MFY6|Q3MFY6_TRIV2,82.126,nostoc_azollae_0708_tr|D7DW86|D7DW86_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR72|K9QR72_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,85.46924999999999
nostoc_sp_pcc7524_tr|K9QR79|K9QR79_NOSS7,0,5,0,5,88.609,anabaena_sp_pcc7120_WP_010995886.1,87.13,nostoc_punctiforme_pcc73102_WP_012406999.1,88.035,anabaena_variabilis_atcc29413_sp|Q3MGE7|DNLJ_TRIV2,82.206,nostoc_azollae_0708_tr|D7E4X8|D7E4X8_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR79|K9QR79_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,86.495
nostoc_sp_pcc7524_tr|K9QR93|K9QR93_NOSS7,0,5,0,5,88.66,anabaena_sp_pcc7120_WP_010998641.1,81.739,nostoc_punctiforme_pcc73102_WP_012406884.1,89.691,anabaena_variabilis_atcc29413_tr|Q3M7Q5|Q3M7Q5_TRIV2,85.217,nostoc_azollae_0708_tr|D7DZX9|D7DZX9_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QR93|K9QR93_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,86.32675
nostoc_sp_pcc7524_tr|K9QRA8|K9QRA8_NOSS7,1,7,2,5,93.729,anabaena_sp_pcc7120_WP_010996147.1,91.946,nostoc_punctiforme_pcc73102_WP_012408340.1,93.399,anabaena_variabilis_atcc29413_sp|Q3M502|SYGA_TRIV2,90.333,nostoc_azollae_0708_tr|D7E246|D7E246_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRA8|K9QRA8_NOSS7,0.0,,0.0,,0.0,,80.678,gloeothece_sp_6803_sp|B7KHU5|SYGA_GLOC7,80.678,cyanosphaera_ocelotica_wh8902_sp|B7KHU5|SYGA_GLOC7,0,,80.464,arthrospira_maxima_cs-328_tr|B5VZK2|B5VZK2_LIMMA,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,92.35175000000001
nostoc_sp_pcc7524_tr|K9QRB5|K9QRB5_NOSS7,0,5,0,5,88.562,anabaena_sp_pcc7120_WP_010996588.1,85.065,nostoc_punctiforme_pcc73102_WP_012412247.1,88.852,anabaena_variabilis_atcc29413_sp|Q3MGL8|MURQ_TRIV2,85.294,nostoc_azollae_0708_tr|D7DXA9|D7DXA9_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRB5|K9QRB5_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,86.94325
nostoc_sp_pcc7524_tr|K9QRB7|K9QRB7_NOSS7,1,5,0,5,93.83,anabaena_sp_pcc7120_WP_010995870.1,88.689,nostoc_punctiforme_pcc73102_WP_012409288.1,93.316,anabaena_variabilis_atcc29413_tr|Q3MFE8|Q3MFE8_TRIV2,85.604,nostoc_azollae_0708_tr|D7E0K0|D7E0K0_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRB7|K9QRB7_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,81.347,lyngbya_aestuarii_bl0902_tr|K8GTT8|K8GTT8_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,90.35975
nostoc_sp_pcc7524_tr|K9QRD4|K9QRD4_NOSS7,0,5,0,5,92.735,anabaena_sp_pcc7120_WP_010994631.1,85.532,nostoc_punctiforme_pcc73102_WP_012412682.1,92.735,anabaena_variabilis_atcc29413_tr|Q3M958|Q3M958_TRIV2,83.333,nostoc_azollae_0708_tr|D7DVG1|D7DVG1_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRD4|K9QRD4_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,88.58375000000001
nostoc_sp_pcc7524_tr|K9QRE2|K9QRE2_NOSS7,0,5,0,5,89.51,anabaena_sp_pcc7120_WP_010997663.1,89.726,nostoc_punctiforme_pcc73102_WP_012410198.1,88.811,anabaena_variabilis_atcc29413_tr|Q3M854|Q3M854_TRIV2,88.811,nostoc_azollae_0708_tr|D7E027|D7E027_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRE2|K9QRE2_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,89.21450000000002
nostoc_sp_pcc7524_tr|K9QRE6|K9QRE6_NOSS7,1,5,0,5,94.964,anabaena_sp_pcc7120_WP_010996698.1,90.647,nostoc_punctiforme_pcc73102_WP_012411217.1,94.245,anabaena_variabilis_atcc29413_sp|Q3MFY8|DAPB_TRIV2,89.209,nostoc_azollae_0708_tr|D7DW84|D7DW84_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRE6|K9QRE6_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,82.482,lyngbya_aestuarii_bl0902_tr|K8GKN0|K8GKN0_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,92.26625
nostoc_sp_pcc7524_tr|K9QRF4|K9QRF4_NOSS7,1,8,3,5,92.188,anabaena_sp_pcc7120_WP_010998585.1,87.5,nostoc_punctiforme_pcc73102_WP_012411241.1,92.188,anabaena_variabilis_atcc29413_sp|Q3MDJ2|RL33_TRIV2,90.625,nostoc_azollae_0708_tr|D7E053|D7E053_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRF4|K9QRF4_NOSS7,0.0,,0.0,,81.25,crocosphaera_watsonii_wh8501_tr|Q4BZP3|Q4BZP3_CROWT,82.812,gloeothece_sp_6803_sp|B7KBE3|RL33_GLOC7,82.812,cyanosphaera_ocelotica_wh8902_sp|B7KBE3|RL33_GLOC7,0,,0.0,,85.938,lyngbya_aestuarii_bl0902_tr|K8GJ35|K8GJ35_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,90.62525
nostoc_sp_pcc7524_tr|K9QRF6|K9QRF6_NOSS7,0,5,0,5,86.445,anabaena_sp_pcc7120_WP_044521242.1,86.768,nostoc_punctiforme_pcc73102_WP_012407723.1,86.189,anabaena_variabilis_atcc29413_tr|Q3MEA3|Q3MEA3_TRIV2,83.376,nostoc_azollae_0708_tr|D7E4E4|D7E4E4_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRF6|K9QRF6_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,85.6945
nostoc_sp_pcc7524_tr|K9QRF9|K9QRF9_NOSS7,3,10,5,5,92.33,anabaena_sp_pcc7120_WP_010994921.1,89.205,nostoc_punctiforme_pcc73102_WP_012407502.1,92.614,anabaena_variabilis_atcc29413_tr|Q3M440|Q3M440_TRIV2,87.644,nostoc_azollae_0708_tr|D7E4U2|D7E4U2_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRF9|K9QRF9_NOSS7,80.966,crocosphaera_subtropica_atcc51142_tr|B1WYV0|B1WYV0_CROS5,80.966,cyanothece_sp_atcc51142_tr|B1WYV0|B1WYV0_CROS5,80.398,crocosphaera_watsonii_wh8501_tr|Q4BWT1|Q4BWT1_CROWT,82.336,gloeothece_sp_6803_tr|B7KAZ3|B7KAZ3_GLOC7,82.336,cyanosphaera_ocelotica_wh8902_tr|B7KAZ3|B7KAZ3_GLOC7,0,,81.534,arthrospira_maxima_cs-328_tr|B5W196|B5W196_LIMMA,81.534,lyngbya_aestuarii_bl0902_tr|K8GLQ5|K8GLQ5_9CYAN,0,,0,,0,,81.375,synechococcus_elongatus_pcc7942_tr|P72864|P72864_SYNY3,0.0,,0,,0,,90.44825
nostoc_sp_pcc7524_tr|K9QRG0|K9QRG0_NOSS7,1,5,0,5,96.154,anabaena_sp_pcc7120_WP_010994241.1,96.154,nostoc_punctiforme_pcc73102_WP_012407481.1,97.436,anabaena_variabilis_atcc29413_tr|Q3M9Q7|Q3M9Q7_TRIV2,94.872,nostoc_azollae_0708_tr|D7DZ40|D7DZ40_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRG0|K9QRG0_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,83.582,lyngbya_aestuarii_bl0902_tr|K8GJZ2|K8GJZ2_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,96.15400000000001
nostoc_sp_pcc7524_tr|K9QRG1|K9QRG1_NOSS7,0,5,0,5,88.806,anabaena_sp_pcc7120_WP_010994379.1,82.673,nostoc_punctiforme_pcc73102_WP_012407476.1,89.055,anabaena_variabilis_atcc29413_tr|Q3M9M9|Q3M9M9_TRIV2,80.247,nostoc_azollae_0708_tr|D7DZ45|D7DZ45_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRG1|K9QRG1_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,85.19525
nostoc_sp_pcc7524_tr|K9QRG9|K9QRG9_NOSS7,0,5,0,5,86.09,anabaena_sp_pcc7120_WP_010998941.1,81.955,nostoc_punctiforme_pcc73102_WP_012412812.1,86.09,anabaena_variabilis_atcc29413_sp|Q3MBD2|TRPA_TRIV2,80.377,nostoc_azollae_0708_tr|D7DZ54|D7DZ54_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRG9|K9QRG9_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,83.628
nostoc_sp_pcc7524_tr|K9QRI4|K9QRI4_NOSS7,0,5,0,5,87.592,anabaena_sp_pcc7120_WP_010999084.1,83.761,nostoc_punctiforme_pcc73102_WP_012407834.1,87.592,anabaena_variabilis_atcc29413_sp|Q3MAZ7|SYFB_TRIV2,80.59,nostoc_azollae_0708_tr|D7DZ70|D7DZ70_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRI4|K9QRI4_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,84.88374999999999
nostoc_sp_pcc7524_tr|K9QRI8|K9QRI8_NOSS7,0,5,0,5,94.118,anabaena_sp_pcc7120_WP_010997230.1,87.166,nostoc_punctiforme_pcc73102_WP_012410392.1,94.118,anabaena_variabilis_atcc29413_tr|Q3MEY2|Q3MEY2_TRIV2,83.422,nostoc_azollae_0708_tr|D7DZV8|D7DZV8_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRI8|K9QRI8_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,89.70599999999999
nostoc_sp_pcc7524_tr|K9QRJ4|K9QRJ4_NOSS7,0,5,0,5,91.983,anabaena_sp_pcc7120_WP_044522089.1,86.498,nostoc_punctiforme_pcc73102_WP_012407978.1,92.405,anabaena_variabilis_atcc29413_tr|Q3MF15|Q3MF15_TRIV2,85.47,nostoc_azollae_0708_tr|D7E1Z3|D7E1Z3_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRJ4|K9QRJ4_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,89.089
nostoc_sp_pcc7524_tr|K9QRJ8|K9QRJ8_NOSS7,0,5,0,5,89.72,anabaena_sp_pcc7120_WP_010998111.1,83.784,nostoc_punctiforme_pcc73102_WP_012410382.1,89.671,anabaena_variabilis_atcc29413_tr|Q3MCD3|Q3MCD3_TRIV2,83.173,nostoc_azollae_0708_tr|D7DZW3|D7DZW3_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRJ8|K9QRJ8_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,86.587
nostoc_sp_pcc7524_tr|K9QRK4|K9QRK4_NOSS7,0,5,0,5,89.906,anabaena_sp_pcc7120_WP_010998117.1,90.141,nostoc_punctiforme_pcc73102_WP_012410380.1,89.906,anabaena_variabilis_atcc29413_sp|Q3MCE0|SYS_TRIV2,80.751,nostoc_azollae_0708_tr|D7DZW5|D7DZW5_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRK4|K9QRK4_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,87.67600000000002
nostoc_sp_pcc7524_tr|K9QRK8|K9QRK8_NOSS7,0,5,0,5,97.235,anabaena_sp_pcc7120_WP_010997431.1,93.119,nostoc_punctiforme_pcc73102_WP_012410498.1,97.696,anabaena_variabilis_atcc29413_tr|Q3M3A6|Q3M3A6_TRIV2,93.119,nostoc_azollae_0708_tr|D7DW26|D7DW26_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRK8|K9QRK8_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,95.29225
nostoc_sp_pcc7524_tr|K9QRL8|K9QRL8_NOSS7,3,10,5,5,96.078,anabaena_sp_pcc7120_WP_010996657.1,93.627,nostoc_punctiforme_pcc73102_WP_012411346.1,95.833,anabaena_variabilis_atcc29413_sp|Q3MG27|ISPG_TRIV2,90.931,nostoc_azollae_0708_tr|D7DZD2|D7DZD2_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QRL8|K9QRL8_NOSS7,88.48,crocosphaera_subtropica_atcc51142_sp|B1WQF1|ISPG_CROS5,88.48,cyanothece_sp_atcc51142_sp|B1WQF1|ISPG_CROS5,87.01,crocosphaera_watsonii_wh8501_tr|Q4BW34|Q4BW34_CROWT,89.461,gloeothece_sp_6803_sp|B7KJJ4|ISPG_GLOC7,89.461,cyanosphaera_ocelotica_wh8902_sp|B7KJJ4|ISPG_GLOC7,0,,88.48,arthrospira_maxima_cs-328_tr|B5VWH4|B5VWH4_LIMMA,81.752,lyngbya_aestuarii_bl0902_tr|K8GL09|K8GL09_9CYAN,0,,0,,0,,86.797,synechococcus_elongatus_pcc7942_sp|P73672|ISPG_SYNY3,0.0,,0,,0,,94.11725
